,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country,DATE
230,2014/10/10,0,26,43,10,3,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-10
231,2014/10/11,0,22,35,10,0,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-11
232,2014/10/11,0,29,22,22,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-11
233,2014/10/11,0,24,36,3,1,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-11
234,2014/10/11,0,36,42,4,2,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-11
235,2014/10/11,0,27,22,9,0,7,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-11
236,2014/10/11,0,32,36,14,5,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-11
237,2014/10/11,50,29,25,26,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-11
238,2014/10/11,0,26,25,12,3,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-11
239,2014/10/11,56,30,20,35,6,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-11
240,2014/10/12,0,38,32,6,4,3,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-12
241,2014/10/12,0,33,35,8,3,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-12
242,2014/10/12,0,14,34,16,1,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-12
243,2014/10/12,51,19,24,10,6,1,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-12
244,2014/10/12,54,27,20,20,5,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-12
245,2014/10/12,0,22,39,2,1,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-12
246,2014/10/12,0,26,27,18,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-12
247,2014/10/12,0,32,27,8,3,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-12
248,2014/10/12,0,33,24,7,2,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-12
249,2014/10/13,0,21,27,4,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-13
250,2014/10/13,0,29,27,7,1,2,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-13
251,2014/10/13,0,10,27,22,2,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-13
252,2014/10/13,39,26,18,26,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-13
253,2014/10/13,0,14,21,28,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-13
254,2014/10/13,0,19,25,14,3,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-13
255,2014/10/13,0,35,29,13,5,3,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-13
256,2014/10/13,0,43,36,4,3,1,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-13
257,2014/10/13,34,21,25,16,6,2,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-13
258,2014/10/14,33,36,28,39,6,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-14
259,2014/10/14,33,30,27,32,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-14
260,2014/10/14,0,23,65,1,2,0,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-14
261,2014/10/14,0,30,39,21,5,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-14
262,2014/10/14,0,23,32,21,3,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-14
263,2014/10/14,0,25,29,12,2,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-14
264,2014/10/14,0,21,50,7,2,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-14
265,2014/10/14,0,20,25,34,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-14
266,2014/10/14,0,15,44,18,4,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-14
267,2014/10/15,0,28,26,29,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-15
268,2014/10/15,59,37,26,26,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-15
269,2014/10/15,0,30,28,16,4,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-15
270,2014/10/15,49,33,25,23,6,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-15
271,2014/10/15,0,45,30,20,6,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-15
272,2014/10/15,0,32,41,6,1,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-15
273,2014/10/15,0,39,27,9,1,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-15
274,2014/10/15,0,21,37,18,4,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-15
275,2014/10/15,0,25,74,2,3,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-15
276,2014/10/16,0,57,44,3,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-16
277,2014/10/16,0,27,28,20,4,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-16
278,2014/10/16,0,37,16,14,2,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-16
279,2014/10/16,0,37,21,26,4,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-16
280,2014/10/16,0,37,29,7,2,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-16
281,2014/10/16,47,29,18,32,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-16
282,2014/10/16,0,38,22,37,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-16
283,2014/10/16,0,50,30,25,7,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-16
284,2014/10/16,52,31,20,38,6,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-16
285,2014/10/17,0,26,16,37,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-17
286,2014/10/17,0,27,47,4,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-17
287,2014/10/17,0,34,32,13,2,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-17
288,2014/10/17,0,41,27,28,6,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-17
289,2014/10/17,0,40,26,24,4,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-17
290,2014/10/17,0,29,47,6,2,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-17
291,2014/10/17,48,36,13,50,7,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-17
292,2014/10/17,41,32,18,40,8,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-17
293,2014/10/17,0,23,24,27,5,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-17
294,2014/10/18,0,36,42,7,4,6,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-18
295,2014/10/18,0,35,66,7,3,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-18
296,2014/10/18,0,48,23,14,2,9,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-18
297,2014/10/18,0,45,37,24,7,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-18
298,2014/10/18,0,30,49,29,6,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-18
299,2014/10/18,0,30,27,27,4,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-18
300,2014/10/18,0,40,20,20,4,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-18
301,2014/10/18,57,52,24,45,8,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-18
302,2014/10/18,50,51,30,40,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-18
303,2014/10/19,0,47,21,20,3,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-19
304,2014/10/19,0,62,26,19,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-19
305,2014/10/19,79,32,17,33,7,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-19
306,2014/10/19,0,62,13,13,0,8,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-19
307,2014/10/19,0,48,53,6,1,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-19
308,2014/10/19,0,46,28,23,3,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-19
309,2014/10/19,0,31,30,21,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-19
310,2014/10/19,0,46,39,5,2,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-19
311,2014/10/19,80,35,8,46,7,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-19
312,2014/10/2,0,29,30,15,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-02
313,2014/10/2,57,34,16,32,6,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-02
314,2014/10/2,0,27,34,10,3,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-02
315,2014/10/2,0,34,32,8,1,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-02
316,2014/10/2,60,29,16,29,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-02
317,2014/10/2,0,40,35,11,4,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-02
318,2014/10/2,0,21,42,14,5,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-02
319,2014/10/2,0,33,37,3,1,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-02
320,2014/10/2,0,25,41,3,1,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-02
321,2014/10/20,0,38,23,6,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-20
322,2014/10/20,0,27,19,27,0,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-20
323,2014/10/20,0,24,16,25,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-20
324,2014/10/20,0,41,17,16,4,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-20
325,2014/10/20,0,33,20,16,3,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-20
326,2014/10/20,0,37,32,17,2,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-20
327,2014/10/20,0,31,36,3,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-20
328,2014/10/20,62,11,11,31,0,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-20
329,2014/10/20,73,14,19,19,6,2,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-20
330,2014/10/21,30,15,17,27,0,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-21
331,2014/10/21,0,10,24,20,0,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-21
332,2014/10/21,0,21,29,12,4,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-21
333,2014/10/21,42,14,22,15,6,2,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-21
334,2014/10/21,0,19,37,4,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-21
335,2014/10/21,0,15,31,11,3,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-21
336,2014/10/21,0,19,28,16,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-21
337,2014/10/21,0,8,23,5,0,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-21
338,2014/10/21,0,13,27,11,0,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-21
339,2014/10/22,0,12,29,8,0,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-22
340,2014/10/22,38,23,17,33,7,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-22
341,2014/10/22,0,10,21,28,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-22
342,2014/10/22,39,28,18,39,7,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-22
343,2014/10/22,0,10,28,18,0,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-22
344,2014/10/22,0,22,25,26,6,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-22
345,2014/10/22,0,17,18,15,3,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-22
346,2014/10/22,0,18,41,5,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-22
347,2014/10/22,0,22,34,4,1,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-22
348,2014/10/23,0,23,53,4,1,0,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-23
349,2014/10/23,44,35,17,40,7,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-23
350,2014/10/23,0,22,23,21,3,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-23
351,2014/10/23,0,15,40,18,3,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-23
352,2014/10/23,0,20,23,33,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-23
353,2014/10/23,0,38,20,31,6,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-23
354,2014/10/23,49,35,20,43,7,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-23
355,2014/10/23,0,20,47,7,3,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-23
356,2014/10/23,0,23,28,9,0,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-23
357,2014/10/24,0,32,17,33,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-24
358,2014/10/24,0,31,52,7,3,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-24
359,2014/10/24,0,40,28,10,0,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-24
360,2014/10/24,0,25,29,21,0,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-24
361,2014/10/24,0,47,29,31,7,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-24
362,2014/10/24,68,44,22,35,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-24
363,2014/10/24,0,33,52,3,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-24
364,2014/10/24,0,34,34,23,4,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-24
365,2014/10/24,66,45,19,42,7,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-24
366,2014/10/25,0,46,30,8,1,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-25
367,2014/10/25,0,30,48,1,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-25
368,2014/10/25,0,23,44,13,0,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-25
369,2014/10/25,0,39,49,8,1,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-25
370,2014/10/25,68,33,23,26,7,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-25
371,2014/10/25,0,51,31,18,6,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-25
372,2014/10/25,0,32,27,27,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-25
373,2014/10/25,0,46,29,21,4,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-25
374,2014/10/25,85,35,24,23,8,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-25
375,2014/10/26,0,39,28,20,4,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-26
376,2014/10/26,0,46,22,12,0,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-26
377,2014/10/26,71,35,25,13,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-26
378,2014/10/26,0,27,41,1,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-26
379,2014/10/26,0,37,28,18,6,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-26
380,2014/10/26,0,37,39,4,1,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-26
381,2014/10/26,0,26,25,15,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-26
382,2014/10/26,56,39,17,26,5,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-26
383,2014/10/26,0,24,27,23,3,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-26
384,2014/10/27,0,31,24,25,5,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-27
385,2014/10/27,39,48,19,36,7,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-27
386,2014/10/27,0,52,22,31,7,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-27
387,2014/10/27,0,40,23,16,0,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-27
388,2014/10/27,0,24,0,58,5,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-27
389,2014/10/27,0,37,23,32,4,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-27
390,2014/10/27,0,50,38,11,7,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-27
391,2014/10/27,0,25,41,5,2,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-27
392,2014/10/27,49,57,6,57,9,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-27
393,2014/10/28,0,38,18,36,4,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-28
394,2014/10/28,0,15,12,50,5,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-28
395,2014/10/28,58,49,15,53,8,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-28
396,2014/10/28,0,50,18,15,4,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-28
397,2014/10/28,0,66,13,43,8,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-28
398,2014/10/28,0,51,33,16,0,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-28
399,2014/10/28,0,28,46,7,2,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-28
400,2014/10/28,76,61,4,79,7,14,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-28
401,2014/10/28,0,36,20,31,5,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-28
402,2014/10/29,0,65,14,53,9,9,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-29
403,2014/10/29,86,66,4,85,6,16,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-29
404,2014/10/29,0,40,20,37,6,10,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-29
405,2014/10/29,0,38,9,33,4,7,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-29
406,2014/10/29,0,55,17,21,0,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-29
407,2014/10/29,0,27,54,9,2,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-29
408,2014/10/29,0,53,43,15,4,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-29
409,2014/10/29,75,53,10,67,10,9,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-29
410,2014/10/29,0,50,31,35,7,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-29
411,2014/10/3,0,25,32,17,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-03
412,2014/10/3,44,18,31,14,6,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-03
413,2014/10/3,0,22,27,12,0,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-03
414,2014/10/3,57,28,24,22,6,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-03
415,2014/10/3,0,33,26,6,0,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-03
416,2014/10/3,0,36,42,5,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-03
417,2014/10/3,0,19,34,14,3,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-03
418,2014/10/3,0,28,32,8,4,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-03
419,2014/10/3,0,21,37,2,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-03
420,2014/10/30,93,44,23,47,9,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-30
421,2014/10/30,0,73,28,31,8,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-30
422,2014/10/30,0,33,32,7,2,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-30
423,2014/10/30,0,38,8,41,2,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-30
424,2014/10/30,0,45,7,37,6,11,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-30
425,2014/10/30,0,38,16,39,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-30
426,2014/10/30,0,62,30,11,1,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-30
427,2014/10/30,0,59,20,15,0,7,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-30
428,2014/10/30,97,34,9,64,5,12,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-30
429,2014/10/31,0,52,25,19,5,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-31
430,2014/10/31,0,18,17,29,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-31
431,2014/10/31,0,4,12,24,3,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-31
432,2014/10/31,57,37,20,36,5,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-31
433,2014/10/31,0,40,73,5,2,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-31
434,2014/10/31,71,36,21,32,8,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-31
435,2014/10/31,0,34,40,5,2,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-31
436,2014/10/31,0,41,16,9,2,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-31
437,2014/10/31,0,49,35,17,6,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-31
438,2014/10/4,0,28,40,4,2,1,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-04
439,2014/10/4,0,14,37,11,3,2,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-04
440,2014/10/4,0,19,42,2,2,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-04
441,2014/10/4,0,26,33,7,4,2,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-04
442,2014/10/4,0,26,30,5,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-04
443,2014/10/4,0,22,31,16,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-04
444,2014/10/4,0,23,31,9,0,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-04
445,2014/10/4,44,23,18,28,4,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-04
446,2014/10/4,39,19,26,15,6,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-04
447,2014/10/5,0,18,27,24,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-05
448,2014/10/5,0,20,38,3,1,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-05
449,2014/10/5,0,21,32,14,5,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-05
450,2014/10/5,0,19,25,7,2,2,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-05
451,2014/10/5,0,19,29,13,3,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-05
452,2014/10/5,38,18,22,16,6,3,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-05
453,2014/10/5,0,10,34,21,3,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-05
454,2014/10/5,33,15,29,9,5,1,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-05
455,2014/10/5,0,22,41,3,1,1,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-05
456,2014/10/6,35,27,27,28,6,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-06
457,2014/10/6,0,23,62,3,2,0,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-06
458,2014/10/6,0,21,36,31,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-06
459,2014/10/6,0,20,42,11,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-06
460,2014/10/6,0,20,41,4,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-06
